mirna_name	target.gene_name	diana	microinspector	miranda	mirtarget2	mitarget	nbmirtar	pictar	pita	rna22	rnahybrid	targetscan
gga-miR-194	LOC768787	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC769359	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	PPAT	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC769150	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CD44	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	GNAZ	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CD44	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LGI2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	PAK2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	POP5	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC769733	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC769915	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC769939	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SETD5	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC771325	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC771266	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CTNNBIP1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	RPS25	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	BTBD11	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC771549	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CTAGE5	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC771811	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	BBS5	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SLTM	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	ATP2B2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	NUP210	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	BICD2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	GNPTG	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	C16orf45	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	HNRPLL	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC416786	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SLC15A4	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	UNC119B	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	POP5	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CSNK1D	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	AKAP1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	COG5	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	ARID2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	HELB	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	EMP1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	GYS2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SAMM50	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CCDC52	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SFT2D2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	USP25	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CXADR	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	ADAMTS1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CASK	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	OFD1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	PNPLA4	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	TMEM182	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	TGDS	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	ENOX1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SPG20	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	ZDHHC20	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	DYNC2H1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC419101	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	DNCL2A	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	TAF4	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LDLRAP1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	GRHL3	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LASS4	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	DPY19L4	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	PLCD1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	MLL3	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	IDI1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	WDR37	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC420526	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	NXPH1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC420606	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	BTD	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	ANKRD28	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	EDN1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	TXNDC10	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LTBP1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	TULP4	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CLDN2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC422317	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CPE	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	HHIP	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	OTUD4	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CCNG2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	WDFY3	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	BBS12	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	BDH2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	GNPDA2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC422966	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CHKA	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CHAC1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	FLVCR2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	DDX24	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	P4HA1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	MAP2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	GRB14	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	IQCB1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	RGS1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	HEBP2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	TRIP12	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	PAK2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CCNL1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	MED6	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SEPHS1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SFRS12	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	NDUFS4	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	ANKRD31	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	DPP8	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	FOXK2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	DDEF1	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	SOCS5	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	KHDRBS2	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LRRC4C	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	GPR176	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	TUBA1C	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	EDG3	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC415795	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC423306	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	LOC427470	0	0	1	1	0	0	0	0	0	1	0
gga-miR-194	CTDSPL	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SDC2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	LYG2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PTRF	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	GAL10	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CDH2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CACNB4	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CYB5A	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ZNF313	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	WDR1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SLBP	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PLOD1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SNTB1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C15orf44	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	VPS35	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C7orf20	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	UBE2L3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	XBP1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	YWHAE	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	GOSR1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TRIM37	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RPS19BP1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	MCM5	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C12orf23	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	FKBP4	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PCNP	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C21orf59	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CKAP2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TMEM123	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ADA	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SDF4	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SLC16A1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	NFYA	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	NKIRAS2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PEX11G	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	FABP5	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	OTUD6B	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CCDC12	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	IGF2BP3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	VPS4B	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	LYN	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TSNAX	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TAF1B	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	KLF11	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	FAM49A	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PLS3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	MAGT1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	AGA	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	MXD4	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	XRCC3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ZC3H15	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PECR	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	MCM6	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	STX6	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CENPL	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	GOLGA7	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	OXCT1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	DHFR	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C9orf80	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	AP3S1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	DAD1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TLR6	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	BIRC2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PTPLAD1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	NUBP2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SNRPD3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TSPAN12	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RASSF3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	DDX47	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	FGFR1OP2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	GABPA	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C20orf30	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CCDC43	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	AP1M1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	KCTD2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	MPP1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SLC39A9	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	BRMS1L	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	LIN52	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SGPL1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TMED5	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	LEPROT	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SLC25A36	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ARL2BP	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	DNAJC3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SLC25A15	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	OSBPL2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TRAPPC3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	LOC421278	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TMEM34	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SUB1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ADAM17	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TLR7	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	BIRC5	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	BIRC5	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CUGBP1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SPG7	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	NEK6	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TOB2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	FBXO7	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SLC37A3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	NUP50	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PSMG1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C6orf89	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	NRAS	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PSME3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C1GALT1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TMEM106B	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	DEGS1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SH3BGRL	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TMLHE	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	HSPA4L	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	UGDH	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	CARS	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C14orf83	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ITPK1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	EXOC5	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ARL6IP5	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	GABPB2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	MGAT3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TSC22D1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ASB7	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	COG4	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	FBXL18	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	GNB1L	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TPST2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ODF2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_4p22	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TBCD	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C17orf85	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	VPS53	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_19l9	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ACOT9	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_6n13	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_20e15	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_13d22	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ELL	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	DHX30	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	VPS41	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RBM24	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	C6orf32	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ARL8A	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	BUB1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_9d4	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_8e10	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_32j24	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PRIM2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SLC25A14	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	NKRF	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SUCLG1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_21k8	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_16e10	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	MXI1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	ANKRD44	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_2g8	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PTPLB	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	MYSM1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_17e22	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RNF166	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	APCDD1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	VCPIP1	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_10o8	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	RCJMB04_2c8	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	POLE3	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	PRR5	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	FLNB	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	SSTR2	0	0	1	0	0	0	0	0	0	1	0
gga-miR-194	TEC	0	0	1	0	0	0	0	0	0	1	0
